Observation_id,Behaviour,Modifier,Phase,Behaviour_duration_by_Phase
Diamante_FC_31102022_0944,Dhb,NA,Dishabituation,242
Diamante_FC_31102022_0944,Vig,Short Neck,Dishabituation,14
Diamante_FC_31102022_0944,Eat,With kin,Habituation,27
Diamante_FC_31102022_0944,Hab,NA,Habituation,248
Diamante_FC_31102022_0944,Mov,Away from speaker,Habituation,56
Diamante_FC_31102022_0944,Vig,Long neck,Habituation,30
Diamante_FC_31102022_0944,Vig,Mid neck,Habituation,101
Diamante_FC_31102022_0944,Vig,Short Neck,Habituation,19
Diamante_FC_31102022_0944,Eat,With kin,Silence_1,80
Diamante_FC_31102022_0944,Mov,Away from speaker,Silence_1,16
Diamante_FC_31102022_0944,Pre,Alone,Silence_2,7
Diamante_FC_31102022_0944,Vig,Short Neck,Silence_2,14
Diamante_FC_31102022_0944,Rst,With kin,Silence_3,28
Diamante_FC_31102022_0944,Vig,Short Neck,Silence_3,4
Diamante_FRF_19112022_0917,Dhb,NA,Dishabituation,245
Diamante_FRF_19112022_0917,Eat,With kin,Dishabituation,96
Diamante_FRF_19112022_0917,Mov,Away from speaker,Dishabituation,34
Diamante_FRF_19112022_0917,Pre,With kin,Dishabituation,18
Diamante_FRF_19112022_0917,Vig,Mid neck,Dishabituation,23
Diamante_FRF_19112022_0917,Hab,NA,Habituation,253
Diamante_FRF_19112022_0917,Mov,Away from speaker,Habituation,14
Diamante_FRF_19112022_0917,Rst,With kin,Habituation,11
Diamante_FRF_19112022_0917,Vig,Mid neck,Habituation,10
Diamante_FRF_19112022_0917,Vig,Short Neck,Habituation,113
Diamante_FRF_19112022_0917,Rst,With kin,Silence_1,38
Diamante_FRF_19112022_0917,Eat,With kin,Silence_3,10
Diamante_FRF_19112022_0917,Mov,Away from speaker,Silence_3,44
Diamante_FRF_28102022_0944,Dhb,NA,Dishabituation,243
Diamante_FRF_28102022_0944,Pre,With kin,Dishabituation,38
Diamante_FRF_28102022_0944,Rst,With kin,Dishabituation,115
Diamante_FRF_28102022_0944,Vig,Short Neck,Dishabituation,35
Diamante_FRF_28102022_0944,Hab,NA,Habituation,244
Diamante_FRF_28102022_0944,Rst,With kin,Silence_1,77
Diamante_FRF_28102022_0944,Vig,Short Neck,Silence_1,6
Diamante_FRP_13112022_0831,Mov,Away from speaker,Dishabituation,21
Diamante_FRP_13112022_0831,Mov,Towards speaker,Dishabituation,16
Diamante_FRP_13112022_0831,Eat,Alone,Habituation,25
Diamante_FRP_13112022_0831,Hab,NA,Habituation,245
Diamante_FRP_13112022_0831,Mov,Away from speaker,Habituation,97
Diamante_FRP_13112022_0831,Vig,Short Neck,Habituation,4
Diamante_FRP_13112022_0831,Mov,Away from speaker,Silence_1,36
Diamante_FRP_13112022_0831,Pre,Alone,Silence_1,2
Diamante_FRP_13112022_0831,Vig,Short Neck,Silence_1,4
Diamante_FRP_13112022_0831,Mov,Away from speaker,Silence_3,22
Diamante_PRF_30102022_0932,Dhb,NA,Dishabituation,244
Diamante_PRF_30102022_0932,Rst,With kin,Dishabituation,138
Diamante_PRF_30102022_0932,Vig,Mid neck,Dishabituation,5
Diamante_PRF_30102022_0932,Vig,Short Neck,Dishabituation,69
Diamante_PRF_30102022_0932,Eat,With kin,Habituation,7
Diamante_PRF_30102022_0932,Hab,NA,Habituation,262
Diamante_PRF_30102022_0932,Rst,With kin,Habituation,78
Diamante_PRF_30102022_0932,Vig,Long neck,Habituation,88
Diamante_PRF_30102022_0932,Vig,Mid neck,Habituation,12
Diamante_PRF_30102022_0932,Vig,Short Neck,Habituation,54
Diamante_PRF_30102022_0932,Mov,Away from speaker,Silence_1,13
Diamante_PRF_30102022_0932,Vig,Mid neck,Silence_1,4
Diamante_PRF_30102022_0932,Vig,Short Neck,Silence_1,68
Diamante_PRF_30102022_0932,Vig,Long neck,Silence_2,14
Diamante_PRF_30102022_0932,Mov,Away from speaker,Silence_3,11
Diamante_PRF_30102022_0932,Rst,With kin,Silence_3,18
Diamante_PRF_30102022_0932,Vig,Long neck,Silence_3,9
Diamante_PRF_30102022_0932,Vig,Mid neck,Silence_3,26
Diamante_PRF_30102022_0932,Vig,Short Neck,Silence_3,3
Dorothea_FC_08112022_0950,Dhb,NA,Dishabituation,245
Dorothea_FRF_19112022_0904,Dhb,NA,Dishabituation,253
Dorothea_FRF_19112022_0904,Eat,With kin,Dishabituation,29
Dorothea_FRF_19112022_0904,Mov,Away from speaker,Dishabituation,87
Dorothea_FRF_19112022_0904,Mov,Towards speaker,Dishabituation,11
Dorothea_FRF_19112022_0904,Vig,Mid neck,Dishabituation,108
Dorothea_FRF_19112022_0904,Mov,Away from speaker,Habituation,34
Dorothea_FRF_19112022_0904,Pre,With kin,Habituation,104
Dorothea_FRF_19112022_0904,Rst,With kin,Habituation,58
Dorothea_FRF_19112022_0904,Vig,Long neck,Habituation,15
Dorothea_FRF_19112022_0904,Vig,Mid neck,Habituation,16
Dorothea_FRF_19112022_0904,Rst,With kin,Silence_1,4
Dorothea_FRF_19112022_0904,Mov,Away from speaker,Silence_3,61
Dorothea_FRP_02112022_0859,Dhb,NA,Dishabituation,246
Dorothea_FRP_02112022_0859,Hab,NA,Habituation,245
Eastwood_FC_15112022_0846,Dhb,NA,Dishabituation,246
Eastwood_FC_15112022_0846,Eat,With kin,Dishabituation,132
Eastwood_FC_15112022_0846,Mov,Away from speaker,Dishabituation,2
Eastwood_FC_15112022_0846,Mov,Towards speaker,Dishabituation,25
Eastwood_FC_15112022_0846,Vig,Mid neck,Dishabituation,69
Eastwood_FC_15112022_0846,Vig,Short Neck,Dishabituation,23
Eastwood_FC_15112022_0846,Eat,With kin,Habituation,117
Eastwood_FC_15112022_0846,Hab,NA,Habituation,255
Eastwood_FC_15112022_0846,Mov,Away from speaker,Habituation,49
Eastwood_FC_15112022_0846,Mov,Towards speaker,Habituation,7
Eastwood_FC_15112022_0846,Pre,With kin,Habituation,12
Eastwood_FC_15112022_0846,Vig,Mid neck,Habituation,14
Eastwood_FC_15112022_0846,Vig,Short Neck,Habituation,51
Eastwood_FC_15112022_0846,Eat,With kin,Silence_1,87
Eastwood_FC_15112022_0846,Vig,Mid neck,Silence_1,29
Eastwood_FC_15112022_0846,Mov,Away from speaker,Silence_3,40
Eastwood_FC_15112022_0846,Vig,Short Neck,Silence_3,33
Eastwood_FRF_20112022_1008,Dhb,NA,Dishabituation,244
Eastwood_FRF_20112022_1008,Vig,Long neck,Dishabituation,19
Eastwood_FRF_20112022_1008,Vig,Mid neck,Dishabituation,7
Eastwood_FRF_20112022_1008,Hab,NA,Habituation,253
Eastwood_FRF_20112022_1008,Vig,Long neck,Habituation,17
Eastwood_FRF_20112022_1008,Pre,With kin,Silence_2,7
Eastwood_FRF_20112022_1008,Vig,Short Neck,Silence_2,11
Eastwood_PRF_12112022_0945,Dhb,NA,Dishabituation,245
Eastwood_PRF_12112022_0945,Mov,Away from speaker,Dishabituation,8
Eastwood_PRF_12112022_0945,Mov,Towards speaker,Dishabituation,9
Eastwood_PRF_12112022_0945,Vig,Long neck,Dishabituation,10
Eastwood_PRF_12112022_0945,Vig,Short Neck,Dishabituation,45
Eastwood_PRF_12112022_0945,Hab,NA,Habituation,246
Eastwood_PRF_12112022_0945,Vig,Long neck,Habituation,23
Eastwood_PRF_12112022_0945,Vig,Short Neck,Silence_2,8
Einstein_FC_12102022_1050,Dhb,NA,Dishabituation,244
Einstein_FC_12102022_1050,Eat,Alone,Dishabituation,11
Einstein_FC_12102022_1050,Eat,With kin,Dishabituation,197
Einstein_FC_12102022_1050,Vig,Mid neck,Dishabituation,12
Einstein_FC_12102022_1050,Vig,Short Neck,Dishabituation,3
Einstein_FC_12102022_1050,Ass,Kin,Habituation,61
Einstein_FC_12102022_1050,Eat,Alone,Habituation,7
Einstein_FC_12102022_1050,Eat,With kin,Habituation,68
Einstein_FC_12102022_1050,Hab,NA,Habituation,263
Einstein_FC_12102022_1050,Mov,Away from speaker,Habituation,26
Einstein_FC_12102022_1050,Vig,Mid neck,Habituation,59
Einstein_FC_12102022_1050,Eat,Alone,Silence_1,55
Einstein_FC_12102022_1050,Mov,Away from speaker,Silence_1,17
Einstein_FC_12102022_1050,Vig,Long neck,Silence_1,28
Einstein_FC_12102022_1050,Eat,With kin,Silence_2,30
Einstein_FC_12102022_1050,Vig,Short Neck,Silence_2,2
Einstein_FC_12102022_1050,Ass,Kin,Silence_3,84
Einstein_FC_12102022_1050,Eat,With kin,Silence_3,55
Einstein_FC_12102022_1050,Mov,Away from speaker,Silence_3,6
Einstein_FC_12102022_1050,Vig,Mid neck,Silence_3,27
Einstein_FC_12102022_1050,Vig,Short Neck,Silence_3,4
Einstein_FRF_23102022_0936,Dhb,NA,Dishabituation,244
Einstein_FRF_23102022_0936,Mov,Away from speaker,Dishabituation,26
Einstein_FRF_23102022_0936,Pre,With kin,Dishabituation,16
Einstein_FRF_23102022_0936,Vig,Mid neck,Dishabituation,3
Einstein_FRF_23102022_0936,Vig,Short Neck,Dishabituation,4
Einstein_FRF_23102022_0936,Hab,NA,Habituation,244
Einstein_FRF_23102022_0936,Mov,Towards speaker,Habituation,9
Einstein_FRF_23102022_0936,Vig,Long neck,Habituation,41
Einstein_FRF_23102022_0936,Vig,Mid neck,Habituation,4
Einstein_FRF_23102022_0936,Eat,Alone,Silence_1,4
Einstein_FRF_23102022_0936,Mov,Away from speaker,Silence_1,17
Einstein_FRF_23102022_0936,Vig,Long neck,Silence_1,8
Einstein_FRF_23102022_0936,Vig,Mid neck,Silence_1,11
Einstein_FRF_23102022_0936,Vig,Long neck,Silence_2,33
Einstein_FRF_23102022_0936,Pre,With kin,Silence_3,61
Einstein_FRF_23102022_0936,Vig,Short Neck,Silence_3,4
Einstein_PRF_18102022_1023,Dhb,NA,Dishabituation,245
Einstein_PRF_18102022_1023,Mov,Away from speaker,Dishabituation,9
Einstein_PRF_18102022_1023,Pre,With kin,Dishabituation,16
Einstein_PRF_18102022_1023,Vig,Mid neck,Dishabituation,34
Einstein_PRF_18102022_1023,Vig,Short Neck,Dishabituation,15
Einstein_PRF_18102022_1023,Hab,NA,Habituation,259
Einstein_PRF_18102022_1023,Mov,Away from speaker,Habituation,8
Einstein_PRF_18102022_1023,Pre,Alone,Habituation,81
Einstein_PRF_18102022_1023,Rst,Alone,Habituation,5
Einstein_PRF_18102022_1023,Vig,Long neck,Habituation,54
Einstein_PRF_18102022_1023,Vig,Mid neck,Habituation,46
Einstein_PRF_18102022_1023,Vig,Short Neck,Habituation,40
Einstein_PRF_18102022_1023,Mov,Away from speaker,Silence_1,76
Einstein_PRF_18102022_1023,Mov,Towards speaker,Silence_1,8
Einstein_PRF_18102022_1023,Pre,Alone,Silence_1,23
Einstein_PRF_18102022_1023,Vig,Long neck,Silence_1,31
Einstein_PRF_18102022_1023,Vig,Mid neck,Silence_1,44
Einstein_PRF_18102022_1023,Rst,With kin,Silence_2,3
Einstein_PRF_18102022_1023,Vig,Short Neck,Silence_2,9
Emu_FC_14102022_1022,Dhb,NA,Dishabituation,242
Emu_FC_14102022_1022,Eat,With kin,Dishabituation,44
Emu_FC_14102022_1022,Mov,Away from speaker,Dishabituation,29
Emu_FC_14102022_1022,Mov,Towards speaker,Dishabituation,20
Emu_FC_14102022_1022,Pre,With kin,Dishabituation,9
Emu_FC_14102022_1022,Vig,Mid neck,Dishabituation,111
Emu_FC_14102022_1022,Vig,Short Neck,Dishabituation,40
Emu_FC_14102022_1022,Eat,With kin,Habituation,137
Emu_FC_14102022_1022,Hab,NA,Habituation,263
Emu_FC_14102022_1022,Mov,Away from speaker,Habituation,9
Emu_FC_14102022_1022,Vig,Mid neck,Habituation,56
Emu_FC_14102022_1022,Vig,Short Neck,Habituation,4
Emu_FC_14102022_1022,Mov,Away from speaker,Silence_1,25
Emu_FC_14102022_1022,Vig,Mid neck,Silence_1,83
Emu_FC_14102022_1022,Vig,Short Neck,Silence_1,10
Emu_FC_14102022_1022,Eat,With kin,Silence_2,11
Emu_FC_14102022_1022,Mov,Away from speaker,Silence_2,16
Emu_FC_14102022_1022,Vig,Short Neck,Silence_2,20
Emu_FRF_23102022_1040,Dhb,NA,Dishabituation,243
Emu_FRF_23102022_1040,Eat,With kin,Habituation,18
Emu_FRF_23102022_1040,Hab,NA,Habituation,249
Emu_FRF_23102022_1040,Pre,With kin,Habituation,114
Emu_FRF_23102022_1040,Vig,Long neck,Habituation,5
Emu_FRF_23102022_1040,Vig,Mid neck,Habituation,2
Emu_FRF_23102022_1040,Vig,Short Neck,Habituation,15
Emu_FRF_23102022_1040,Pre,Alone,Silence_1,87
Emu_PRF_20102022_1052,Dhb,NA,Dishabituation,250
Emu_PRF_20102022_1052,Mov,Away from speaker,Dishabituation,4
Emu_PRF_20102022_1052,Pre,Alone,Dishabituation,152
Emu_PRF_20102022_1052,Vig,Mid neck,Dishabituation,55
Emu_PRF_20102022_1052,Ass,Kin,Habituation,19
Emu_PRF_20102022_1052,Eat,Alone,Habituation,61
Emu_PRF_20102022_1052,Hab,NA,Habituation,244
Emu_PRF_20102022_1052,Mov,Away from speaker,Habituation,90
Emu_PRF_20102022_1052,Mov,Towards speaker,Habituation,12
Emu_PRF_20102022_1052,Pre,Alone,Habituation,16
Emu_PRF_20102022_1052,Vig,Mid neck,Habituation,67
Emu_PRF_20102022_1052,Ass,Kin,Silence_1,52
Emu_PRF_20102022_1052,Eat,Alone,Silence_1,2
Emu_PRF_20102022_1052,Mov,Away from speaker,Silence_1,38
Emu_PRF_20102022_1052,Mov,Towards speaker,Silence_1,19
Emu_PRF_20102022_1052,Pre,Alone,Silence_1,22
Emu_PRF_20102022_1052,Pre,With kin,Silence_1,31
Emu_PRF_20102022_1052,Vig,Mid neck,Silence_1,88
Emu_PRF_20102022_1052,Vig,Short Neck,Silence_1,34
Emu_PRF_20102022_1052,Mov,Away from speaker,Silence_2,26
Emu_PRF_20102022_1052,Pre,Alone,Silence_3,15
Emu_PRF_20102022_1052,Vig,Short Neck,Silence_3,20
Hera_FC_12112022_0924,Dhb,NA,Dishabituation,245
Hera_FC_12112022_0924,Pre,With kin,Dishabituation,31
Hera_FC_12112022_0924,Rst,With kin,Dishabituation,141
Hera_FC_12112022_0924,Vig,Short Neck,Dishabituation,25
Hera_FC_12112022_0924,Hab,NA,Habituation,247
Hera_FC_12112022_0924,Mov,Away from speaker,Habituation,3
Hera_FC_12112022_0924,Pre,With kin,Habituation,135
Hera_FC_12112022_0924,Vig,Mid neck,Habituation,63
Hera_FC_12112022_0924,Vig,Short Neck,Habituation,38
Hera_FC_12112022_0924,Pre,With kin,Silence_1,67
Hera_FC_12112022_0924,Vig,Short Neck,Silence_1,13
Hera_FC_12112022_0924,Pre,With kin,Silence_2,23
Hera_FC_12112022_0924,Vig,Short Neck,Silence_2,5
Hera_FC_12112022_0924,Vig,Mid neck,Silence_3,2
Hera_FC_13102022_1030,Dhb,NA,Dishabituation,248
Hera_FC_13102022_1030,Eat,With kin,Dishabituation,4
Hera_FC_13102022_1030,Mov,Away from speaker,Dishabituation,23
Hera_FC_13102022_1030,Pre,With kin,Dishabituation,151
Hera_FC_13102022_1030,Eat,With kin,Habituation,126
Hera_FC_13102022_1030,Hab,NA,Habituation,249
Hera_FC_13102022_1030,Mov,Away from speaker,Habituation,10
Hera_FC_13102022_1030,Pre,With kin,Habituation,35
Hera_FC_13102022_1030,Vig,Mid neck,Habituation,14
Hera_FC_13102022_1030,Eat,With kin,Silence_1,11
Hera_FC_13102022_1030,Mov,Away from speaker,Silence_1,24
Hera_FC_13102022_1030,Pre,With kin,Silence_1,22
Hera_FC_13102022_1030,Vig,Mid neck,Silence_1,3
Hera_FC_13102022_1030,Pre,With kin,Silence_2,2
Hera_FRF_19102022_1050,Mov,Away from speaker,Dishabituation,3
Hera_FRF_19102022_1050,Pre,With kin,Dishabituation,135
Hera_FRF_19102022_1050,Vig,Long neck,Dishabituation,52
Hera_FRF_19102022_1050,Vig,Mid neck,Dishabituation,15
Hera_FRF_19102022_1050,Eat,With kin,Habituation,41
Hera_FRF_19102022_1050,Hab,NA,Habituation,247
Hera_FRF_19102022_1050,Mov,Away from speaker,Habituation,30
Hera_FRF_19102022_1050,Mov,Towards speaker,Habituation,18
Hera_FRF_19102022_1050,Pre,With kin,Habituation,130
Hera_FRF_19102022_1050,Eat,With kin,Silence_1,44
Hera_FRF_19102022_1050,Mov,Away from speaker,Silence_1,8
Hera_FRF_19102022_1050,Eat,With kin,Silence_2,4
Hera_FRF_19102022_1050,Mov,Away from speaker,Silence_2,32
Hera_FRF_19102022_1050,Eat,With kin,Silence_3,6
Hera_FRF_19102022_1050,Mov,Towards speaker,Silence_3,28
Hera_FRF_19102022_1050,Pre,With kin,Silence_3,10
Hera_FRF_19102022_1050,Vig,Mid neck,Silence_3,18
Hera_FRF_23112022_1126,Dhb,NA,Dishabituation,245
Hera_FRF_23112022_1126,Eat,With kin,Dishabituation,64
Hera_FRF_23112022_1126,Mov,Away from speaker,Dishabituation,67
Hera_FRF_23112022_1126,Pre,With kin,Dishabituation,13
Hera_FRF_23112022_1126,Vig,Long neck,Dishabituation,43
Hera_FRF_23112022_1126,Vig,Mid neck,Dishabituation,36
Hera_FRF_23112022_1126,Vig,Short Neck,Dishabituation,81
Hera_FRF_23112022_1126,Eat,With kin,Habituation,169
Hera_FRF_23112022_1126,Hab,NA,Habituation,263
Hera_FRF_23112022_1126,Mov,Away from speaker,Habituation,14
Hera_FRF_23112022_1126,Mov,Towards speaker,Habituation,14
Hera_FRF_23112022_1126,Pre,With kin,Habituation,8
Hera_FRF_23112022_1126,Vig,Mid neck,Habituation,75
Hera_FRF_23112022_1126,Eat,With kin,Silence_1,90
Hera_FRF_23112022_1126,Mov,Away from speaker,Silence_1,2
Hera_FRF_23112022_1126,Eat,With kin,Silence_2,8
Hera_FRF_23112022_1126,Pre,With kin,Silence_2,5
Hera_FRF_23112022_1126,Vig,Long neck,Silence_2,3
Hera_FRF_23112022_1126,Vig,Mid neck,Silence_2,5
Hera_FRF_23112022_1126,Mov,Away from speaker,Silence_3,33
Hera_FRF_23112022_1126,Mov,Towards speaker,Silence_3,6
Hera_FRF_23112022_1126,Vig,Mid neck,Silence_3,59
Hera_FRP_09112022_0950,Dhb,NA,Dishabituation,247
Hera_FRP_09112022_0950,Eat,With kin,Dishabituation,49
Hera_FRP_09112022_0950,Pre,With kin,Dishabituation,5
Hera_FRP_09112022_0950,Vig,Long neck,Dishabituation,48
Hera_FRP_09112022_0950,Vig,Mid neck,Dishabituation,62
Hera_FRP_09112022_0950,Eat,Alone,Habituation,17
Hera_FRP_09112022_0950,Eat,With kin,Habituation,110
Hera_FRP_09112022_0950,Hab,NA,Habituation,247
Hera_FRP_09112022_0950,Mov,Away from speaker,Habituation,50
Hera_FRP_09112022_0950,Pre,Alone,Habituation,2
Hera_FRP_09112022_0950,Vig,Long neck,Habituation,5
Hera_FRP_09112022_0950,Vig,Mid neck,Habituation,51
Hera_FRP_09112022_0950,Eat,Alone,Silence_1,43
Hera_FRP_09112022_0950,Mov,Away from speaker,Silence_1,19
Hera_FRP_09112022_0950,Vig,Mid neck,Silence_1,10
Hera_FRP_09112022_0950,Eat,With kin,Silence_2,14
Hera_FRP_09112022_0950,Vig,Mid neck,Silence_2,8
Hera_FRP_09112022_0950,Eat,With kin,Silence_3,5
Hera_FRP_09112022_0950,Mov,Away from speaker,Silence_3,6
Hera_FRP_09112022_0950,Vig,Mid neck,Silence_3,14
Hera_FRP_24102022_1044,Dhb,NA,Dishabituation,245
Hera_FRP_24102022_1044,Pre,With kin,Dishabituation,20
Hera_FRP_24102022_1044,Rst,With kin,Dishabituation,58
Hera_FRP_24102022_1044,Vig,Long neck,Dishabituation,24
Hera_FRP_24102022_1044,Vig,Mid neck,Dishabituation,39
Hera_FRP_24102022_1044,Hab,NA,Habituation,256
Hera_FRP_24102022_1044,Rst,With kin,Silence_1,95
Hera_FRP_24102022_1044,Rst,With kin,Silence_3,12
Hera_FRP_24102022_1044,Vig,Mid neck,Silence_3,9
Idgie_FC_021120222_0828,Dhb,NA,Dishabituation,248
Idgie_FC_021120222_0828,Ass,Kin,Habituation,72
Idgie_FC_021120222_0828,Eat,Alone,Habituation,79
Idgie_FC_021120222_0828,Hab,NA,Habituation,245
Idgie_FC_021120222_0828,Mov,Away from speaker,Habituation,117
Idgie_FC_021120222_0828,Vig,Long neck,Habituation,7
Idgie_FC_021120222_0828,Mov,Away from speaker,Silence_1,29
Idgie_FC_021120222_0828,Pre,With kin,Silence_1,16
Idgie_FC_021120222_0828,Vig,Long neck,Silence_2,10
Idgie_FC_021120222_0828,Vig,Mid neck,Silence_2,14
Idgie_FRF_20112022_0916,Dhb,NA,Dishabituation,252
Idgie_FRF_20112022_0916,Eat,With kin,Dishabituation,45
Idgie_FRF_20112022_0916,Mov,Away from speaker,Dishabituation,8
Idgie_FRF_20112022_0916,Hab,NA,Habituation,252
Idgie_FRF_20112022_0916,Mov,Away from speaker,Habituation,14
Idgie_FRF_20112022_0916,Mov,Towards speaker,Habituation,6
Idgie_FRF_20112022_0916,Vig,Long neck,Habituation,19
Idgie_FRP_08112022_0934,Dhb,NA,Dishabituation,245
Idgie_FRP_08112022_0934,Vig,Short Neck,Dishabituation,6
Idgie_FRP_08112022_0934,Hab,NA,Habituation,244
Idgie_FRP_08112022_0934,Eat,With kin,Silence_3,35
Idgie_FRP_08112022_0934,Mov,Away from speaker,Silence_3,21
Idgie_FRP_08112022_0934,Vig,Mid neck,Silence_3,23
JB_FC_15112022_1022,Dhb,NA,Dishabituation,244
JB_FC_15112022_1022,Mov,Away from speaker,Dishabituation,174
JB_FC_15112022_1022,Vig,Mid neck,Dishabituation,39
JB_FC_15112022_1022,Vig,Short Neck,Dishabituation,17
JB_FC_15112022_1022,Hab,NA,Habituation,261
JB_FC_15112022_1022,Mov,Away from speaker,Habituation,161
JB_FC_15112022_1022,Vig,Long neck,Habituation,16
JB_FC_15112022_1022,Vig,Mid neck,Habituation,97
JB_FC_15112022_1022,Mov,Away from speaker,Silence_1,13
JB_FC_15112022_1022,Vig,Mid neck,Silence_1,74
JB_FC_15112022_1022,Pre,Alone,Silence_3,38
JB_FC_15112022_1022,Vig,Short Neck,Silence_3,4
JB_FC_16102022_0944,Dhb,NA,Dishabituation,243
JB_FC_16102022_0944,Hab,NA,Habituation,254
JB_FC_16102022_0944,Vig,Mid neck,Habituation,12
JB_FC_16102022_0944,Pre,With kin,Silence_1,27
JB_FC_16102022_0944,Vig,Long neck,Silence_1,14
JB_FC_16102022_0944,Pre,With kin,Silence_3,49
JB_FC_16102022_0944,Vig,Mid neck,Silence_3,3
JB_FRF_19102022_1130,Eat,Alone,Dishabituation,16
JB_FRF_19102022_1130,Mov,Away from speaker,Dishabituation,111
JB_FRF_19102022_1130,Pre,Alone,Dishabituation,3
JB_FRF_19102022_1130,Pre,With kin,Dishabituation,3
JB_FRF_19102022_1130,Vig,Mid neck,Dishabituation,57
JB_FRF_19102022_1130,Vig,Short Neck,Dishabituation,15
JB_FRF_19102022_1130,Eat,Alone,Habituation,87
JB_FRF_19102022_1130,Hab,NA,Habituation,244
JB_FRF_19102022_1130,Mov,Away from speaker,Habituation,55
JB_FRF_19102022_1130,Vig,Long neck,Habituation,5
JB_FRF_19102022_1130,Vig,Mid neck,Habituation,15
JB_FRF_19102022_1130,Vig,Short Neck,Habituation,19
JB_FRF_19102022_1130,Pre,With kin,Silence_2,2
JB_FRF_19102022_1130,Vig,Short Neck,Silence_2,13
JB_FRF_19102022_1130,Pre,With kin,Silence_3,50
JB_FRF_19102022_1130,Vig,Short Neck,Silence_3,3
JB_FRF_22112022_1040,Dhb,NA,Dishabituation,244
JB_FRF_22112022_1040,Eat,With kin,Dishabituation,73
JB_FRF_22112022_1040,Vig,Mid neck,Dishabituation,50
JB_FRF_22112022_1040,Eat,Alone,Habituation,78
JB_FRF_22112022_1040,Hab,NA,Habituation,257
JB_FRF_22112022_1040,Mov,Away from speaker,Habituation,59
JB_FRF_22112022_1040,Mov,Towards speaker,Habituation,6
JB_FRF_22112022_1040,Vig,Mid neck,Habituation,41
JB_FRF_22112022_1040,Eat,With kin,Silence_3,12
JB_FRF_22112022_1040,Mov,Away from speaker,Silence_3,3
JB_FRF_22112022_1040,Mov,Towards speaker,Silence_3,5
JB_FRF_22112022_1040,Pre,With kin,Silence_3,2
JB_FRF_22112022_1040,Vig,Mid neck,Silence_3,10
JB_FRP_27102022_1130,Dhb,NA,Dishabituation,243
JB_FRP_27102022_1130,Eat,Alone,Dishabituation,107
JB_FRP_27102022_1130,Mov,Away from speaker,Dishabituation,93
JB_FRP_27102022_1130,Pre,With kin,Dishabituation,4
JB_FRP_27102022_1130,Vig,Mid neck,Dishabituation,96
JB_FRP_27102022_1130,Eat,With other,Habituation,208
JB_FRP_27102022_1130,Hab,NA,Habituation,245
JB_FRP_27102022_1130,Mov,Away from speaker,Habituation,7
JB_FRP_27102022_1130,Mov,Towards speaker,Habituation,4
JB_FRP_27102022_1130,Vig,Short Neck,Habituation,9
JB_FRP_27102022_1130,Eat,With kin,Silence_1,88
JB_FRP_27102022_1130,Vig,Mid neck,Silence_1,3
JB_FRP_27102022_1130,Eat,With kin,Silence_3,33
JB_FRP_27102022_1130,Pre,With kin,Silence_3,26
JB_FRP_27102022_1130,Vig,Mid neck,Silence_3,5
JB_PRF_13112022_1044,Dhb,NA,Dishabituation,255
JB_PRF_13112022_1044,Eat,With kin,Dishabituation,38
JB_PRF_13112022_1044,Mov,Away from speaker,Dishabituation,31
JB_PRF_13112022_1044,Vig,Mid neck,Dishabituation,105
JB_PRF_13112022_1044,Vig,Short Neck,Dishabituation,5
JB_PRF_13112022_1044,Hab,NA,Habituation,246
JB_PRF_13112022_1044,Pre,With kin,Habituation,36
JB_PRF_13112022_1044,Vig,Short Neck,Habituation,38
JB_PRF_13112022_1044,Eat,With kin,Silence_1,26
JB_PRF_13112022_1044,Vig,Mid neck,Silence_1,43
JB_PRF_13112022_1044,Vig,Short Neck,Silence_2,11
Jafar_FC_12102022_1000,Dhb,NA,Dishabituation,236
Jafar_FC_12102022_1000,Pre,With kin,Dishabituation,57
Jafar_FC_12102022_1000,Rst,With kin,Dishabituation,18
Jafar_FC_12102022_1000,Eat,Alone,Habituation,4
Jafar_FC_12102022_1000,Eat,With kin,Habituation,42
Jafar_FC_12102022_1000,Hab,NA,Habituation,243
Jafar_FC_12102022_1000,Mov,Away from speaker,Habituation,143
Jafar_FC_12102022_1000,Vig,Mid neck,Habituation,17
Jafar_FC_12102022_1000,Eat,Alone,Silence_1,6
Jafar_FC_12102022_1000,Mov,Away from speaker,Silence_1,37
Jafar_FC_12102022_1000,Vig,Mid neck,Silence_1,68
Jafar_FRF_28102022_0923,Dhb,NA,Dishabituation,243
Jafar_FRF_28102022_0923,Mov,Away from speaker,Dishabituation,88
Jafar_FRF_28102022_0923,Pre,Alone,Dishabituation,44
Jafar_FRF_28102022_0923,Vig,Mid neck,Dishabituation,27
Jafar_FRF_28102022_0923,Hab,NA,Habituation,269
Jafar_FRF_28102022_0923,Mov,Away from speaker,Habituation,180
Jafar_FRF_28102022_0923,Vig,Long neck,Habituation,32
Jafar_FRF_28102022_0923,Vig,Mid neck,Habituation,7
Jafar_FRF_28102022_0923,Pre,With kin,Silence_1,86
Jafar_FRF_28102022_0923,Vig,Long neck,Silence_1,3
Jafar_FRF_28102022_0923,Vig,Mid neck,Silence_1,22
Jafar_PRF_19102022_1035,Dhb,NA,Dishabituation,243
Jafar_PRF_19102022_1035,Hab,NA,Habituation,260
Jafar_PRF_19102022_1035,Pre,Alone,Habituation,58
Jafar_PRF_19102022_1035,Vig,Short Neck,Habituation,27
